Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Sub-Saharan Africa (IDA & IBRD countries),TSS,5.88199691815619,..,..,..,..,5.47286412139439,..,..,..,..,5.3590507356036,..,..,..,..,5.00346852414647,4.91768107735778,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Upper middle income,UMC,10.4605225567114,..,..,..,..,9.24745756228589,..,..,..,..,8.38514069845755,..,..,..,..,7.01908327717715,6.94618410055213,..,..,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,World,WLD,9.65190838880567,..,..,..,..,9.29070866443249,..,..,..,..,8.56420479804684,..,..,..,..,7.82589072034328,7.71213412894438,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Afghanistan,AFG,10,..,..,..,..,10.8,..,..,..,..,8.6,..,..,..,..,7.8,7.6,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Albania,ALB,7.4,..,..,..,..,7.7,..,..,..,..,9.5,..,..,..,..,7.6,7.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Algeria,DZA,5.6,..,..,..,..,5.3,..,..,..,..,4.9,..,..,..,..,4.8,4.7,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Angola,AGO,11.9,..,..,..,..,11,..,..,..,..,8.7,..,..,..,..,7.5,7,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Antigua and Barbuda,ATG,4.2,..,..,..,..,2.4,..,..,..,..,0.5,..,..,..,..,0,0,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Argentina,ARG,15.6,..,..,..,..,14.4,..,..,..,..,14.3,..,..,..,..,14.5,15.1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Armenia,ARM,5.5,..,..,..,..,7.4,..,..,..,..,10.1,..,..,..,..,11.5,10.8,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Australia,AUS,20.4,..,..,..,..,18.6,..,..,..,..,18.6,..,..,..,..,20.4,19.5,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Austria,AUT,30,..,..,..,..,26.6,..,..,..,..,25,..,..,..,..,24.9,23.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Azerbaijan,AZE,3.5,..,..,..,..,5.2,..,..,..,..,5,..,..,..,..,4.3,4.2,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,"Bahamas, The",BHS,3.4,..,..,..,..,3.8,..,..,..,..,3.4,..,..,..,..,3,3,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Bahrain,BHR,9.4,..,..,..,..,9.9,..,..,..,..,6.9,..,..,..,..,8.3,8.4,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Bangladesh,BGD,5.7,..,..,..,..,4.5,..,..,..,..,4.3,..,..,..,..,4.7,4.7,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Barbados,BRB,3.7,..,..,..,..,3.9,..,..,..,..,3,..,..,..,..,1,1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Belarus,BLR,76.6,..,..,..,..,80,..,..,..,..,68.1,..,..,..,..,47,46.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Belgium,BEL,31.9,..,..,..,..,30.6,..,..,..,..,29.3,..,..,..,..,27,27.8,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Belize,BLZ,9,..,..,..,..,8,..,..,..,..,8,..,..,..,..,7.9,7.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Benin,BEN,13.2,..,..,..,..,13.5,..,..,..,..,13.4,..,..,..,..,13.9,13.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Bhutan,BTN,15.2,..,..,..,..,14.9,..,..,..,..,13.4,..,..,..,..,14.1,14,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Bolivia,BOL,20,..,..,..,..,19.2,..,..,..,..,17.7,..,..,..,..,15.9,15.8,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Bosnia and Herzegovina,BIH,17.3,..,..,..,..,15,..,..,..,..,12.9,..,..,..,..,14.3,14.1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Botswana,BWA,19.7,..,..,..,..,20.4,..,..,..,..,17.1,..,..,..,..,14.8,14.2,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Brazil,BRA,7.6,..,..,..,..,8.5,..,..,..,..,8.7,..,..,..,..,9.9,10,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Brunei Darussalam,BRN,4.1,..,..,..,..,4.8,..,..,..,..,5.3,..,..,..,..,6.2,6.4,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Bulgaria,BGR,27.2,..,..,..,..,20.3,..,..,..,..,19.4,..,..,..,..,18.1,18.2,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Burkina Faso,BFA,11.7,..,..,..,..,10.6,..,..,..,..,10.3,..,..,..,..,10.2,10.2,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Burundi,BDI,9.4,..,..,..,..,11.5,..,..,..,..,12.9,..,..,..,..,13.1,13.4,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Cabo Verde,CPV,13.3,..,..,..,..,14.2,..,..,..,..,15.7,..,..,..,..,16.1,16.5,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Cambodia,KHM,7.7,..,..,..,..,8.3,..,..,..,..,7.8,..,..,..,..,7.8,7.8,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Cameroon,CMR,17.9,..,..,..,..,16.4,..,..,..,..,16.4,..,..,..,..,17.3,17.1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Canada,CAN,19.6,..,..,..,..,19.5,..,..,..,..,19,..,..,..,..,18.2,18.1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Central African Republic,CAF,12.9,..,..,..,..,13,..,..,..,..,13.9,..,..,..,..,11.9,11.5,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Chad,TCD,8.8,..,..,..,..,9.2,..,..,..,..,9.5,..,..,..,..,10.2,10.3,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Chile,CHL,18.8,..,..,..,..,17.8,..,..,..,..,19.9,..,..,..,..,17.5,17.2,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,China,CHN,11.2,..,..,..,..,10.1,..,..,..,..,9.3,..,..,..,..,8.9,9.1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Colombia,COL,11.8,..,..,..,..,10.5,..,..,..,..,11.7,..,..,..,..,13.4,11.6,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Comoros,COM,7.2,..,..,..,..,9.4,..,..,..,..,9.7,..,..,..,..,9.9,9.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,"Congo, Dem. Rep.",COD,9.4,..,..,..,..,8.9,..,..,..,..,8.2,..,..,..,..,8.3,8.4,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,"Congo, Rep.",COG,13.9,..,..,..,..,12.5,..,..,..,..,10.2,..,..,..,..,8.7,8.4,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Costa Rica,CRI,12.8,..,..,..,..,13.3,..,..,..,..,14.7,..,..,..,..,13.4,13.5,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Cote d'Ivoire,CIV,13.7,..,..,..,..,16.3,..,..,..,..,18.3,..,..,..,..,20.5,20.6,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Croatia,HRV,33,..,..,..,..,31.1,..,..,..,..,28.4,..,..,..,..,26.8,25.6,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Cuba,CUB,24.7,..,..,..,..,19.4,..,..,..,..,22.7,..,..,..,..,21.8,22.1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Cyprus,CYP,2.8,..,..,..,..,3.7,..,..,..,..,8.7,..,..,..,..,7.3,8.2,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Czech Republic,CZE,27.5,..,..,..,..,27.6,..,..,..,..,26,..,..,..,..,22.6,21.4,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Denmark,DNK,22.9,..,..,..,..,21,..,..,..,..,16.8,..,..,..,..,15.5,17.3,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Djibouti,DJI,7.3,..,..,..,..,7.5,..,..,..,..,6.8,..,..,..,..,8.6,9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Dominican Republic,DOM,15,..,..,..,..,13.3,..,..,..,..,13.1,..,..,..,..,16.2,16.8,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Ecuador,ECU,8.4,..,..,..,..,12.7,..,..,..,..,12.3,..,..,..,..,14.3,10.3,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,"Egypt, Arab Rep.",EGY,5.2,..,..,..,..,5.3,..,..,..,..,5.7,..,..,..,..,6,6.4,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,El Salvador,SLV,20.9,..,..,..,..,15.8,..,..,..,..,18.1,..,..,..,..,24.5,24.2,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Equatorial Guinea,GNQ,24.4,..,..,..,..,20.4,..,..,..,..,24.9,..,..,..,..,23.8,23.5,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Eritrea,ERI,16.5,..,..,..,..,15.4,..,..,..,..,13.8,..,..,..,..,12.5,12.3,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Estonia,EST,48.7,..,..,..,..,39,..,..,..,..,31.7,..,..,..,..,27.6,30.6,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Eswatini,SWZ,17.5,..,..,..,..,18.9,..,..,..,..,18.2,..,..,..,..,19.3,19.5,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Ethiopia,ETH,12.2,..,..,..,..,12.1,..,..,..,..,11.3,..,..,..,..,11.2,11.2,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Fiji,FJI,5.6,..,..,..,..,4.5,..,..,..,..,7.2,..,..,..,..,7.5,7.5,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Finland,FIN,36.8,..,..,..,..,29.6,..,..,..,..,28.4,..,..,..,..,21.8,23.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,France,FRA,30.5,..,..,..,..,29,..,..,..,..,27.7,..,..,..,..,24.4,23.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Gabon,GAB,10,..,..,..,..,9.2,..,..,..,..,10.5,..,..,..,..,11.1,10.7,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,"Gambia, The",GMB,8.1,..,..,..,..,7.1,..,..,..,..,6.7,..,..,..,..,6.7,6.6,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Georgia,GEO,10.2,..,..,..,..,8.2,..,..,..,..,11.8,..,..,..,..,14,14.2,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Germany,DEU,22.1,..,..,..,..,20.4,..,..,..,..,20.6,..,..,..,..,19.9,19.7,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Ghana,GHA,6.1,..,..,..,..,6.7,..,..,..,..,7.5,..,..,..,..,8.5,8.7,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Greece,GRC,5.4,..,..,..,..,5.7,..,..,..,..,6,..,..,..,..,7.8,8.1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Grenada,GRD,2.7,..,..,..,..,4.9,..,..,..,..,1.8,..,..,..,..,1,1.5,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Guatemala,GTM,4.9,..,..,..,..,4.6,..,..,..,..,4.3,..,..,..,..,4.3,3.7,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Guinea,GIN,7.2,..,..,..,..,8.3,..,..,..,..,8.1,..,..,..,..,7.6,7.5,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Guinea-Bissau,GNB,5.7,..,..,..,..,5,..,..,..,..,4.9,..,..,..,..,4.6,4.7,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Guyana,GUY,34.6,..,..,..,..,35.9,..,..,..,..,39.9,..,..,..,..,43.4,43.7,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Haiti,HTI,13.1,..,..,..,..,14.1,..,..,..,..,14.8,..,..,..,..,17,17,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Honduras,HND,3.4,..,..,..,..,3.6,..,..,..,..,3.6,..,..,..,..,4.2,4.4,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Hungary,HUN,51.5,..,..,..,..,43.1,..,..,..,..,42.1,..,..,..,..,31.6,29.7,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Iceland,ISL,25.5,..,..,..,..,15.9,..,..,..,..,20.5,..,..,..,..,22.3,22.3,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,India,IND,18.6,..,..,..,..,18.1,..,..,..,..,17.7,..,..,..,..,18,17.8,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Indonesia,IDN,5.3,..,..,..,..,5.3,..,..,..,..,5.1,..,..,..,..,4.8,4.8,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,"Iran, Islamic Rep.",IRN,12,..,..,..,..,13.1,..,..,..,..,8.7,..,..,..,..,5,5,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Iraq,IRQ,3.4,..,..,..,..,3.1,..,..,..,..,3.3,..,..,..,..,3.5,3.4,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Ireland,IRL,20.2,..,..,..,..,18.8,..,..,..,..,18.5,..,..,..,..,18.5,18.5,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Israel,ISR,11.8,..,..,..,..,11,..,..,..,..,12,..,..,..,..,7.6,8.1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Italy,ITA,11.7,..,..,..,..,10.3,..,..,..,..,11.4,..,..,..,..,11.8,12.1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Jamaica,JAM,3.8,..,..,..,..,3,..,..,..,..,3.1,..,..,..,..,3.3,3.3,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Japan,JPN,35.8,..,..,..,..,36.8,..,..,..,..,35.1,..,..,..,..,27.4,26,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Jordan,JOR,4.2,..,..,..,..,3.8,..,..,..,..,3.5,..,..,..,..,3.6,3.6,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Kazakhstan,KAZ,59.5,..,..,..,..,68.4,..,..,..,..,55.7,..,..,..,..,42.5,38.3,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Kenya,KEN,7,..,..,..,..,6.2,..,..,..,..,5,..,..,..,..,5,5.1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Kiribati,KIR,21.9,..,..,..,..,22.4,..,..,..,..,24,..,..,..,..,24.2,24.1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,"Korea, Dem. People’s Rep.",PRK,12.3,..,..,..,..,13,..,..,..,..,14.6,..,..,..,..,14.3,14.1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,"Korea, Rep.",KOR,20.3,..,..,..,..,35.7,..,..,..,..,45.1,..,..,..,..,39.9,38.4,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Kuwait,KWT,2.1,..,..,..,..,2.9,..,..,..,..,2.2,..,..,..,..,2.8,2.8,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Kyrgyz Republic,KGZ,20.7,..,..,..,..,18.1,..,..,..,..,18.5,..,..,..,..,12.9,13.2,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Lao PDR,LAO,13.3,..,..,..,..,12.3,..,..,..,..,11.7,..,..,..,..,11.3,11.4,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Latvia,LVA,60.4,..,..,..,..,46.2,..,..,..,..,42.3,..,..,..,..,37.4,37.6,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Lebanon,LBN,4,..,..,..,..,3.9,..,..,..,..,3.9,..,..,..,..,4.2,4.2,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Lesotho,LSO,14.6,..,..,..,..,15.4,..,..,..,..,16.8,..,..,..,..,17.6,17.8,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Liberia,LBR,6.6,..,..,..,..,7.1,..,..,..,..,6.8,..,..,..,..,6.7,7.1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Libya,LBY,7.7,..,..,..,..,8.3,..,..,..,..,8.3,..,..,..,..,6.3,8.1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Lithuania,LTU,87.2,..,..,..,..,77.6,..,..,..,..,66.1,..,..,..,..,61.7,58.1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Luxembourg,LUX,23.4,..,..,..,..,21.7,..,..,..,..,18.2,..,..,..,..,21.4,18.6,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Madagascar,MDG,6.5,..,..,..,..,6.4,..,..,..,..,6.2,..,..,..,..,5.7,5.6,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Malawi,MWI,10.2,..,..,..,..,7.2,..,..,..,..,6.1,..,..,..,..,5.7,5.8,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Malaysia,MYS,7.5,..,..,..,..,7.7,..,..,..,..,7.3,..,..,..,..,7.6,7.8,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Maldives,MDV,5.4,..,..,..,..,4.3,..,..,..,..,4.1,..,..,..,..,3.5,3,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Mali,MLI,7.8,..,..,..,..,7.2,..,..,..,..,7,..,..,..,..,6.9,6.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Malta,MLT,10,..,..,..,..,8.1,..,..,..,..,13.6,..,..,..,..,12.6,12.1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Mauritania,MRT,5.1,..,..,..,..,5.3,..,..,..,..,5.8,..,..,..,..,6.4,6.6,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Mauritius,MUS,17.6,..,..,..,..,13.7,..,..,..,..,12.7,..,..,..,..,12.8,13.3,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Mexico,MEX,6.1,..,..,..,..,7.1,..,..,..,..,7.4,..,..,..,..,8.8,8,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,"Micronesia, Fed. Sts.",FSM,14,..,..,..,..,16.2,..,..,..,..,15.3,..,..,..,..,16.1,15.8,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Moldova,MDA,29.4,..,..,..,..,33.8,..,..,..,..,37,..,..,..,..,28.5,27.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Mongolia,MNG,28.2,..,..,..,..,28.3,..,..,..,..,28.5,..,..,..,..,22.8,22.6,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Montenegro,MNE,14.3,..,..,..,..,16.4,..,..,..,..,15.2,..,..,..,..,14.9,15.4,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Morocco,MAR,5.8,..,..,..,..,4.2,..,..,..,..,2.7,..,..,..,..,2.3,2.3,..,..,..,..
