Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Slovak Republic,SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Slovenia,SVN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Solomon Islands,SLB,1.23767685890198,2.64740419387817,32.6778602600098,12.8627595901489,22.811279296875,25.3026657104492,22.9765892028809,31.4876499176025,34.4255447387695,49.6883850097656,39.7254447937012,41.0752944946289,45.5861968994141,29.3408012390137,27.8250598907471
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,South Africa,ZAF,3.45718574523926,2.961665391922,2.54344034194946,3.84164953231812,4.68738222122192,6.87090015411377,8.88638114929199,11.645040512085,16.1462440490723,14.7158489227295,11.773006439209,10.3610944747925,12.9855175018311,11.4473361968994,8.25636100769043
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Sri Lanka,LKA,0.399271637201309,0.297402799129486,0.0847182795405388,0.449073523283005,0.259549200534821,0.816757321357727,0.79846978187561,1.21364629268646,1.25989711284637,0.610374629497528,0.433458775281906,0.894286394119263,1.67544960975647,2.07266783714294,1.32936334609985
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,St. Kitts and Nevis,KNA,0,0,0,0,4.68692350387573,1.37508594989777,27.663028717041,18.8681354522705,11.7693538665771,14.3450956344604,0,2.02478885650635,0,0,0
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,St. Lucia,LCA,0,0,0.705213308334351,1.64510202407837,1.67976462841034,5.03072166442871,8.7608757019043,8.06777954101563,9.5076379776001,9.92937660217285,1.94054806232452,3.65827655792236,1.93692052364349,4.22896194458008,18.2045421600342
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,St. Vincent and the Grenadines,VCT,0,0,0,0,0,11.4833145141602,6.55619812011719,5.553879737854,14.7173910140991,20.1760311126709,8.35567378997803,4.35691547393799,5.32001638412476,4.66499376296997,1.47405028343201
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Sudan,SDN,0,0,0,0.416542261838913,0.513794839382172,2.79635190963745,2.64218640327454,4.05433225631714,3.29154515266418,9.91705417633057,4.28488826751709,6.25263023376465,4.26795053482056,3.06164526939392,3.3719425201416
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Suriname,SUR,24.259838104248,0.15944604575634,9.61324691772461,10.9025907516479,15.6096334457397,6.61286401748657,11.2312469482422,12.8562822341919,26.7706146240234,16.3393688201904,7.40904092788696,3.25916957855225,3.17269682884216,1.65396904945374,4.91680574417114
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Switzerland,CHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Syrian Arab Republic,SYR,0.0776497423648834,0.121124394237995,0.271904289722443,0.207011982798576,0.17749784886837,0.569965302944183,0.736975371837616,1.04096829891205,1.13360238075256,1.15616059303284,0.715348958969116,..,..,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Tajikistan,TJK,0.00520529830828309,0.334495186805725,0.292533755302429,1.04783308506012,1.2735687494278,2.77523922920227,3.34188079833984,4.58768510818481,3.77593517303467,7.08894300460815,4.84817886352539,5.9926872253418,4.6498236656189,4.74887228012085,2.89285659790039
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Tanzania,TZA,4.65121746063232,4.80242872238159,4.67064046859741,5.50628185272217,6.31518363952637,15.1893844604492,9.38729095458984,11.4951438903809,14.2326393127441,16.4042854309082,19.5917110443115,20.3240013122559,16.7325344085693,12.1451120376587,12.9271593093872
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Thailand,THA,0.00492207054048777,0.0115323979407549,0.147435769438744,0.139053344726563,0.14955173432827,0.0677213370800018,0.196422055363655,0.10901416093111,0.22428123652935,0.37605556845665,0.270959734916687,0.663065016269684,0.743484675884247,0.627771377563477,0.208343684673309
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Timor-Leste,TLS,..,..,..,1.19600892066956,4.04146909713745,18.3147468566895,16.6181716918945,22.7406005859375,19.272439956665,23.9450950622559,21.8549003601074,22.2735195159912,19.2280101776123,19.6791095733643,25.2856101989746
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Togo,TGO,0.446969926357269,0.507941365242004,0.630008816719055,0.897511065006256,1.18053030967712,2.29761958122253,3.00125360488892,3.11159873008728,1.85173535346985,2.98477530479431,3.73151898384094,6.72583055496216,6.49106788635254,5.84612464904785,8.02694702148438
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Tonga,TON,0.67106294631958,7.14823627471924,7.31201457977295,8.74872016906738,34.5304107666016,24.6993560791016,81.6112213134766,5.17726945877075,44.8165626525879,19.9925270080566,77.2465896606445,27.8295803070068,65.1357421875,45.7472038269043,57.4192657470703
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Trinidad and Tobago,TTO,0,0.00417371792718768,0.446086764335632,0.319648683071136,0.537335991859436,1.33299326896667,2.80514168739319,1.94925820827484,1.85692882537842,1.9632226228714,1.10478138923645,0.850944459438324,0.805098652839661,1.19092810153961,0.816007137298584
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Tunisia,TUN,0.112828388810158,0.104522220790386,0.102589473128319,0.109421454370022,0.108924001455307,1.1399621963501,1.86034274101257,2.39866805076599,2.91930770874023,3.78040647506714,0.270731300115585,0.297997862100601,0.176931500434875,0.165862560272217,0.166526794433594
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Turkey,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Turkmenistan,TKM,0.0107472073286772,0.0856796726584435,0.215255990624428,0.490081548690796,0.334808826446533,0.488987892866135,0.671649694442749,0.584944903850555,0.480390220880508,1.25885331630707,1.3837878704071,0.604487657546997,1.23801147937775,0.983624219894409,0.79307496547699
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Tuvalu,TUV,0.0675079450011253,12.2393293380737,12.1731595993042,21.6914215087891,7.77269077301025,14.5765247344971,5.634521484375,46.5490112304688,59.5533485412598,60.8473625183105,44.2597389221191,139.177505493164,74.2267913818359,107.480453491211,107.384826660156
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Uganda,UGA,5.16037702560425,4.67099857330322,3.77235388755798,2.66112041473389,5.68469476699829,10.181227684021,11.3727531433105,10.3781414031982,31.3354568481445,24.9374389648438,19.9959411621094,17.8550510406494,22.7647609710693,16.3858337402344,16.5447826385498
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Ukraine,UKR,0.048812247812748,0.0514129921793938,0.0550624243915081,0.0591172985732555,0.374276608228683,1.25546956062317,1.49200820922852,1.39535212516785,1.52908742427826,1.08686137199402,1.61002457141876,1.94572603702545,1.97146487236023,2.63342905044556,1.91551542282104
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,United Kingdom,GBR,0.594507157802582,0.592269480228424,0.635536730289459,0.725106716156006,0.83613532781601,0.989757657051086,0.937082171440125,0.79278701543808,0.803994059562683,0.844226181507111,0.840191781520844,0.396303594112396,0.442362934350967,0.435812324285507,0.398579597473145
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,United States,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Uruguay,URY,0.149306818842888,0.135397166013718,0.0848196148872375,0.255831241607666,0.345861315727234,0,0.482102006673813,0.333740741014481,0.42997881770134,0.424001008272171,0.381912708282471,0.508922159671783,0.785470604896545,0.276390135288239,0.271039307117462
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Uzbekistan,UZB,0,0.000326817011227831,4.53164211648982E-05,0.983408570289612,0.760208189487457,0.859446346759796,0.923651874065399,1.0816239118576,1.38112807273865,1.87745499610901,1.60740566253662,2.20447969436646,2.25372457504272,1.81190693378448,1.59566938877106
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Vanuatu,VUT,7.25443267822266,6.84396171569824,12.6560001373291,8.77635860443115,13.5848140716553,11.3522796630859,12.5596923828125,21.8395309448242,32.9018287658691,26.1024322509766,36.3957290649414,51.2565155029297,78.1132965087891,48.918025970459,38.0078506469727
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,"Venezuela, RB",VEN,0.180166602134705,0.277128905057907,0.368400484323502,0.193357884883881,0.0453043952584267,0.104297406971455,0.0603863932192326,0.0565486326813698,0.117194920778275,0.11846487224102,0.0744944363832474,0.057270422577858,0.0329511240124702,0.0335523225367069,0.0274342410266399
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Vietnam,VNM,0.799652338027954,0.904995918273926,0.917284369468689,1.08703339099884,1.57250571250916,1.77136790752411,1.29730558395386,1.57361423969269,1.75483858585358,2.09980893135071,2.61873149871826,2.65091252326965,3.71345138549805,2.52262377738953,2.82279944419861
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,"Yemen, Rep.",YEM,0.799122512340546,0.744706153869629,0.695221722126007,0.647283017635345,0.930976390838623,1.66744565963745,1.76290476322174,1.86660861968994,1.6344610452652,2.32397603988647,2.59960627555847,3.65809535980225,5.08882570266724,5.60768747329712,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Zambia,ZMB,0.732578635215759,1.73978853225708,3.47547507286072,6.02996349334717,10.1133422851563,17.1708374023438,23.0460758209229,28.8361587524414,24.8268909454346,20.9667930603027,30.2562007904053,47.5293922424316,21.6627464294434,21.2771339416504,24.0285758972168
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,24.6065196990967,15.2598485946655,13.1262693405151,18.1466255187988,28.2994518280029,11.6272525787354,15.6106052398682
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Afghanistan,AFG,11.2156379912129,10.6049681394364,9.73650912005909,8.97836614020107,8.31549443527835,7.26897290852062,6.82759665545794,6.44358057382544,6.03931129230311,5.5208063944762,5.02302719536136,4.53815117369347,4.21670381435676,3.6091255501105,3.3309138614947
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Albania,ALB,0.0504721636685486,0.0469270539566516,0.0421383683562508,0.0390587272203283,0.031703903431196,0.0302705908100668,0.0310654794952662,0.0322345113131938,0.0338759658737667,0.0361237760359253,0.0287993795350163,0.0276343008936864,0.0284155966202162,0.0262991502417915,0.0271870581486421
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Algeria,DZA,0.403372854462751,0.377529846477244,0.356788306478692,0.35125916504191,0.330894978441868,0.323148386952017,0.329832802149616,0.338927707965948,0.344174098367743,0.353442526220147,0.361341601373351,0.366415066239218,0.369533891735303,0.372055973440117,0.371412331841227
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Angola,AGO,5.68565913345932,5.25528016391267,4.73517371669085,4.29415211075955,3.90746344227038,2.90285342087374,2.64275566341579,2.38686187237249,2.15145893775229,1.96784206075322,1.81914960030337,1.71832662322467,1.63008700176371,1.55852896314613,1.50120542649021
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Antigua and Barbuda,ATG,0.099308153982053,0.0995149802975,0.0951662299236648,0.0970533197653173,0.0896482920620249,0.0985649652209231,0.0991712927948866,0.088538396729918,0.0867488441024099,0.0844955856974399,0.0865496427765522,0.0847560687845126,0.0820725207824337,0.0845745358364229,0.083550562080159
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Argentina,ARG,0.177867198555016,0.178208295212495,0.17072937811621,0.169379455775768,0.1577696714638,0.142463437896611,0.133923813824042,0.138703629005199,0.125610915637969,0.119321261920035,0.114201724251702,0.108466163908373,0.102548973963198,0.0994964441798539,0.0955825870424317
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Armenia,ARM,0.0679283356137696,0.0666157530085154,0.0622471603525368,0.0607803920301727,0.0602588976700955,0.0565468811184439,0.0650416379898419,0.0590901983806955,0.0602463206986371,0.0581105464590744,0.0583568200340074,0.0504945965953766,0.0520237030442027,0.0537710989111561,0.0505478651224537
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Australia,AUS,0.0118518740236549,0.0105028867613026,0.0100600286724097,0.0101000138128917,0.00971644770488958,0.00986962594175087,0.00989890962832092,0.0105904455055022,0.0105447627978734,0.0112193872283209,0.0110786596689646,0.01143826119239,0.0119536450606372,0.0122325468098453,0.0123346164679823
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Austria,AUT,0.00890317286530717,0.00820981110458795,0.00798526213007127,0.0079614689044854,0.00695795590592408,0.00683325842159823,0.00660047224956719,0.00702839954229785,0.00715541031143429,0.00727746137920781,0.00695066406250393,0.00703158997767663,0.00749365959310185,0.00749317296972205,0.00739334851072618
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Azerbaijan,AZE,0.0998514479702061,0.0902450660331089,0.0838845689516996,0.084955376487243,0.0739429342005705,0.065034181716698,0.06422478944953,0.0651343631503269,0.0657141956932351,0.0655638073271164,0.0650991772120978,0.0645622269981632,0.0636003715788883,0.0620613196940794,0.060127104067198
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,"Bahamas, The",BHS,0.160514833301038,0.154960505325307,0.151933382975847,0.15011964388788,0.146690626259879,0.142920880125264,0.143409644557529,0.144001009224853,0.142032302895091,0.141518895000882,0.140270000053552,0.138058321465553,0.13492310420662,0.129115265696835,0.12591647362893
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Bahrain,BHR,0.0838890538076375,0.0586130461976442,0.0741094921843034,0.0610305205369449,0.0604147390038068,0.0407262432969584,0.0435655282968481,0.045627064254604,0.0420378629889824,0.0345078015694667,0.0413280753774937,0.0402369571807676,0.0356415676539373,0.0359326149359223,0.0344276709318975
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Bangladesh,BGD,1.63581134467402,1.53540851476627,1.43592461476334,1.33115585139834,1.20545603886653,0.865225578855338,0.78858557495775,0.733952857430559,0.684463085469182,0.640480450330768,0.599168870619997,0.557715199515984,0.51576311001647,0.472960013961154,0.429953377770277
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Barbados,BRB,0.0886330680101457,0.0841966200379737,0.0809809496182522,0.0778905202360171,0.0740800168958036,0.0668438677887129,0.0645107770672228,0.0616367873083378,0.0585203007732814,0.0555666177404697,0.0529878128761465,0.0508033840597953,0.0491436830755587,0.0478688965786087,0.046849620845316
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Belarus,BLR,0.0252522073935132,0.0217606840714207,0.0207367994814023,0.0179585610481003,0.0163186318060205,0.0103095228429686,0.00900051575194789,0.00851133625122988,0.00778764008468238,0.00731145798239693,0.00608725984612975,0.00556141235939424,0.00518777900741377,0.00452829391671089,0.00446855707517535
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Belgium,BEL,0.0126640286347439,0.0123744601615876,0.0118826441384114,0.0115783217421528,0.0112601688874037,0.0120625279921969,0.011402875252971,0.0113898587288281,0.0113471545566272,0.0109621573936114,0.00995162316004608,0.010355699545141,0.00971218446473104,0.0094563339233339,0.00953622218214374
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Belize,BLZ,0.365692127824332,0.35290007494667,0.320109467600395,0.300027473927278,0.2722611514365,0.199078809814422,0.186917283473988,0.174632945858599,0.164156469043596,0.154239375149711,0.145113702652945,0.136642433699912,0.126242981507959,0.11527790174088,0.104718454166443
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Benin,BEN,3.16809063027568,3.11033488630045,3.04909685121425,3.00500469027498,2.94184211723484,2.7587999754209,2.70170588679012,2.64075430814645,2.57881918778241,2.52310418411206,2.45573055368686,2.3820818591723,2.30297139270072,2.21755526339645,2.12441688807423
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Bhutan,BTN,1.57941355428144,1.37170804564338,1.25083266966893,1.14376418069152,1.04598589086909,0.776692937718643,0.716438579984406,0.668312782468897,0.62283297564672,0.583794662957102,0.547559273911647,0.514425057026469,0.483814577850412,0.453735880340692,0.425597732051555
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Bolivia,BOL,1.3957966590356,1.32618089159229,1.25550986408234,1.18277971386996,1.10664678708283,0.90037176615903,0.834627879250716,0.777155503658955,0.724202375115632,0.674256013548211,0.628286507409235,0.588194156654992,0.549648183675214,0.51415533454297,0.483316589968458
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Bosnia and Herzegovina,BIH,0.024982901623052,0.0217691672082021,0.0193452581459858,0.0184709793552112,0.0180774822745458,0.0159866013192379,0.0143755403324735,0.0145549612907608,0.013743789035514,0.0131611840120433,0.0133034115348951,0.0134066101694373,0.013605504989518,0.0127582938254642,0.0124572257307206
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Botswana,BWA,0.810540193470649,0.818141785760389,0.825918462953216,0.822709633683267,0.795168895687067,0.671327885736899,0.653260407758332,0.616133509444194,0.586304004380486,0.575762134672305,0.557398526543527,0.53948495449296,0.524720552509208,0.505992108416099,0.47971068359586
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Brazil,BRA,0.172942140295028,0.164305533985525,0.161474041600498,0.158211444544913,0.156417541008511,0.143658095776639,0.13822457316488,0.132982975110426,0.122627133186422,0.115344067612272,0.111023073555361,0.112304949759957,0.113468646568085,0.114683643410365,0.111558308082559
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Brunei Darussalam,BRN,0.0726927788305808,0.0718896715628695,0.0713159236710173,0.0707591013345153,0.0686142284199973,0.0571453132504735,0.055803288264491,0.0563558550712798,0.0575151745482541,0.0587250767404974,0.0595591569833284,0.0588127131678399,0.0598580158060735,0.0610484668679665,0.0609002800332484
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Bulgaria,BGR,0.0224144650059633,0.0214645595812445,0.0202180886111981,0.0200981040640194,0.0206570165388612,0.0194194810884233,0.0186405740946368,0.0183153082285224,0.0186002202156643,0.0174658277968393,0.0156855061527914,0.0152554042988931,0.0158296222942597,0.0151349718170364,0.0149287479157795
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Burkina Faso,BFA,3.30839625268056,3.19713778623215,3.09128222796457,2.97947512943317,2.85881166817956,2.54201889960408,2.46290810128763,2.38721796124956,2.30832781047683,2.23416487002287,2.15909987592807,2.08784714387629,2.00676027305001,1.92183103306523,1.82926519581941
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Burundi,BDI,6.38362390248361,5.9206621012351,5.62730023067728,5.32536787943621,4.99647564261656,4.40961029778232,4.26438479005168,4.05387617961919,3.85796531021426,3.68807040822263,3.52853399070051,3.41583423603838,3.30732408671593,3.23093786836845,3.13794155563577
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Cabo Verde,CPV,0.455983251095016,0.400910031266739,0.357921530274778,0.32618970607603,0.29942931616811,0.238069027849833,0.223274347202754,0.211607130767007,0.201792799448359,0.191401943844451,0.182303509890085,0.175259618616503,0.168818291805438,0.162478749241116,0.155770555734193
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Cambodia,KHM,1.76542064001445,1.57967505701644,1.44400277304284,1.33233652743255,1.23505590796164,0.977519715442922,0.907538145755242,0.83826606280622,0.776194930327646,0.717722869992132,0.65695612102546,0.608768192707534,0.563612533561331,0.523266016730169,0.488032497737411
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Cameroon,CMR,4.97026852541932,4.70011093162631,4.44352038997424,4.23333681985039,3.99726123004176,3.42534822303357,3.31678849460775,3.22620593131206,3.14354809608232,3.06427842974863,2.98340029093005,2.89206172130652,2.82313554965897,2.73167282191659,2.61579093008446
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Canada,CAN,0.0134176987875521,0.013958383541606,0.0145114259207616,0.0149214006036223,0.0151496324476962,0.0173712602182757,0.0183517690895026,0.0186323361070233,0.0177306678198991,0.0177385124122336,0.018187851898849,0.0176028420146647,0.0172353029589476,0.0169381170217059,0.0166052463064275
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Central African Republic,CAF,6.57409316240189,6.58847327683516,6.49223365999862,6.34942490191221,6.20741575884507,5.68782367704527,5.48167119798552,5.2825832661307,5.00579705951367,4.92482632274172,4.83962096098258,5.12309929427177,4.80628073263828,4.57387812454836,4.41027395944162
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Chad,TCD,10.4937157875327,10.4169407032906,10.2906821255863,9.96576381566539,9.71667211186225,9.14443525567926,9.07224692368655,8.76091056889389,8.46311227535441,8.14587617281171,7.84653139916944,7.58320192606087,7.45403844075628,7.22601220951725,7.03878532083891
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Chile,CHL,0.0670795192213791,0.0659091871205816,0.0570534005075491,0.0542778188674196,0.0531126527217295,0.0449317005345307,0.0409760130336356,0.0399359657600823,0.0390707172096734,0.0334599720494518,0.0312130417743503,0.0296580443593665,0.0266382083408239,0.0254046106447952,0.0233017921807187
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,China,CHN,0.0991362360626394,0.091242355055636,0.0838775441270954,0.0776707660286389,0.0726570204826699,0.0632322473511324,0.0631821137437833,0.0589480323264918,0.0568797084557192,0.0546657205871149,0.0528441981112804,0.0514510259626605,0.050272197259157,0.0491306979916147,0.0480276497709717
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Colombia,COL,0.263481286974122,0.253550556085114,0.245472242262198,0.227372007757986,0.213084200876083,0.188451684189237,0.184828842843194,0.185698784579653,0.178094390974241,0.17232932393753,0.171951840240856,0.170162968498198,0.169432285336863,0.167029614693639,0.162509684615044
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Comoros,COM,2.36331834948669,2.2942848889176,2.22438793492819,2.16366189873162,2.09558038386511,1.8855555249861,1.81114620977696,1.73278316908174,1.64645857354396,1.56309556601403,1.48251545496542,1.41527454274359,1.35426759415997,1.29953719562031,1.25214709675576
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,"Congo, Dem. Rep.",COD,4.99700841350314,4.88063115659862,4.83456022662749,4.61131284493668,4.36324559087165,3.83416300266948,3.74502453715447,3.67206471343507,3.57463672659033,3.49311723122819,3.42247196650585,3.33525017234771,3.21951686959669,3.11961476611293,3.02855043589933
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,"Congo, Rep.",COG,3.56454307333372,3.62638360731579,3.70385482695516,3.65506760171442,3.51052222477906,2.83710270840346,2.68747442750283,2.55698810236801,2.44066297722177,2.35256637642764,2.25645236768422,2.15012889613703,2.05328293009064,1.952736569077,1.84602894343493
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Costa Rica,CRI,0.100468783716913,0.0906198417599071,0.0891576724541001,0.0840435007949873,0.0781288636040382,0.0590620628360948,0.0596313986663139,0.0576187132659037,0.0629404768424041,0.0598796652725404,0.0570595240812567,0.0557753890513971,0.0554939169955209,0.0538892623417397,0.052628982857754
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Cote d'Ivoire,CIV,3.92563944050818,3.90131275615391,3.90195084194831,3.85041478249409,3.80069511217853,3.64389922069568,3.59354920931561,3.57239938463122,3.54349057955914,3.52124800252198,3.46495835342873,3.37772444984651,3.26757677578405,3.15462525959513,3.03084985230882
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Croatia,HRV,0.0154668852147526,0.0139678629391744,0.0141088708577299,0.0139337222901971,0.0141341220559667,0.0135660473310715,0.0139860203270304,0.0135688410929716,0.0135722527258185,0.0135804191391151,0.0124050432570872,0.0126639293083584,0.0117689760800587,0.0116575156963845,0.00977782151245315
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Cuba,CUB,0.0757962525970098,0.0704474463966986,0.0651655002991248,0.0627512274876831,0.0600836249797689,0.0552564508474012,0.0572431434906077,0.0582105043505374,0.0603606003287791,0.0571250636017861,0.0590976385219864,0.0604199958631995,0.059547435745634,0.0585978022948544,0.0566617910292737
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Cyprus,CYP,0.0254833939295488,0.0148453281656405,0.0159349928383538,0.0151053892331924,0.0147912756458795,0.0130842005886651,0.0132060166900202,0.0123437335840964,0.0113574344863296,0.0118487150695359,0.010195387290073,0.00922334103098344,0.0114149280765075,0.00961836626861931,0.00935512521041083
