target,ids,date,flag,user,text,procesado
NEGATIVE,2015167829,Wed Jun 03 03:54:20 PDT 2009,NO_QUERY,databasejase,"@jondickinson I see, I get this: There was an unexpected error while retrieving your benefit data and we cannot process your request. ","['see', 'get', 'unexpected', 'error', 'retrieving', 'benefit', 'data', 'process', 'request']"
POSITIVE,2063711749,Sun Jun 07 03:46:41 PDT 2009,NO_QUERY,jessmarie710,oh i get it. leftovers. nice. whatever lets u sleep at night. had this conversation. u lose. ,"['get', 'leftovers', 'nice', 'whatever', 'lets', 'sleep', 'night', 'conversation', 'lose']"
NEGATIVE,2176600834,Mon Jun 15 04:17:47 PDT 2009,NO_QUERY,YungNitschke,"OGt's Camps today,  8:30 -11","['ogt', 'camps', 'today']"
NEGATIVE,1983771778,Sun May 31 13:48:20 PDT 2009,NO_QUERY,mn2kl,@samantharonson hm a little help please - on myspace it says mahiki at 8 and whiskeymist 11.30. ur website says 11pm and 8pm.  eh..? ,"['little', 'help', 'please', 'myspace', 'says', 'mahiki', 'whiskeymist', 'website', 'says']"
POSITIVE,2183847806,Mon Jun 15 15:04:02 PDT 2009,NO_QUERY,Aussie_MateLC,@ParisCarney ur bother just direct messaged me!!! i almost passed out!! lol ,"['bother', 'direct', 'messaged', 'almost', 'passed', 'lol']"
NEGATIVE,1971098125,Sat May 30 06:12:28 PDT 2009,NO_QUERY,macster7,@lloydbelleza i wish it can run on the mac...  its for the xbox 360..... theres fable 1 for the mac but i cant find it yet,"['wish', 'run', 'mac', 'xbox', 'theres', 'fable', 'mac', 'cant', 'find', 'yet']"
POSITIVE,2184347584,Mon Jun 15 15:46:39 PDT 2009,NO_QUERY,sarahant,@Nikki224 I have the same problem as you &amp; Sue - when I get into a book I just can't put it down ,"['problem', 'amp', 'sue', 'get', 'book', 'put']"
NEGATIVE,1992686302,Mon Jun 01 09:09:33 PDT 2009,NO_QUERY,kelseighmalone,@mileycyrus Congratulations on ur big win you looks amazing and deserved it (: P.s hannah monatana is amazing ill miss watching it  x,"['congratulations', 'big', 'win', 'looks', 'amazing', 'deserved', 'hannah', 'monatana', 'amazing', 'ill', 'miss', 'watching']"
NEGATIVE,2053322599,Sat Jun 06 04:07:54 PDT 2009,NO_QUERY,freakyliciousz,I miss you Pria (Selina)... ,"['miss', 'pria', 'selina']"
POSITIVE,2053007688,Sat Jun 06 02:54:22 PDT 2009,NO_QUERY,nettlecake,@beezan Wasn't it? Am I being dyslexic this morning as well! Then I really probably shouldn't be trying to work lol ,"['dyslexic', 'morning', 'well', 'really', 'probably', 'trying', 'work', 'lol']"
NEGATIVE,2180219150,Mon Jun 15 10:10:14 PDT 2009,NO_QUERY,fattytwobyfour,Listenin 2 a bunch of janet's old slow songs while getting ready.  Come Back 2 Me is on. Such a  song!,"['listenin', 'bunch', 'janet', 'old', 'slow', 'songs', 'getting', 'ready', 'come', 'back', 'song']"
NEGATIVE,2233775385,Thu Jun 18 21:52:53 PDT 2009,NO_QUERY,stilettomafia,my 7 year old nephew is teaching me to play Need 4 Speed and I'm not doing well at it ,"['year', 'old', 'nephew', 'teaching', 'play', 'need', 'speed', 'well']"
POSITIVE,1956822847,Thu May 28 22:46:46 PDT 2009,NO_QUERY,maxXtremity,Looking forward to LA in 10 days ,"['looking', 'forward', 'days']"
POSITIVE,1770749813,Mon May 11 22:08:40 PDT 2009,NO_QUERY,baldwin7188,enjoying the week off! ,"['enjoying', 'week']"
NEGATIVE,2237435723,Fri Jun 19 05:47:47 PDT 2009,NO_QUERY,andreakleid,@KateBecker I only made it through half the mess ,"['made', 'half', 'mess']"
POSITIVE,1753696068,Sun May 10 02:57:48 PDT 2009,NO_QUERY,ATRIUSMUSICX5,"Had a good time out , now I must sleep lol. Gym &amp; dance rehearsals in like 5 hours, ","['good', 'time', 'must', 'sleep', 'lol', 'gym', 'amp', 'dance', 'rehearsals', 'like', 'hours']"
POSITIVE,2176410615,Mon Jun 15 03:48:02 PDT 2009,NO_QUERY,magnusholmgren,@Holly59 Good morning! ,"['good', 'morning']"
NEGATIVE,1755410860,Sun May 10 09:04:13 PDT 2009,NO_QUERY,chris_anna,ripped my lord of the rings poster in tearing it down ,"['ripped', 'lord', 'rings', 'poster', 'tearing']"
NEGATIVE,2058344339,Sat Jun 06 14:45:08 PDT 2009,NO_QUERY,cjzlovesjonas,iPod hasn't died yet! I'm bored.. Watching DC nothings rly on to bad JONAS isn't on  then supper!,"['ipod', 'died', 'yet', 'bored', 'watching', 'nothings', 'rly', 'bad', 'jonas', 'supper']"
POSITIVE,1977158930,Sat May 30 20:14:57 PDT 2009,NO_QUERY,palomaaj,@DJJazzyGems ok  good atmosphere? http://myloc.me/29wO,"['good', 'atmosphere']"
POSITIVE,1978237666,Sat May 30 22:47:43 PDT 2009,NO_QUERY,Divasonic,Yeah...My focusrite Octopre is working again!! ,"['yeah', 'focusrite', 'octopre', 'working']"
NEGATIVE,1960559262,Fri May 29 08:09:07 PDT 2009,NO_QUERY,UsborneJody,"@AndresHenriquez thanks for the #ff shoutout -you stuck an extra e in my username tho, so the link doesn't work ","['thanks', 'shoutout', 'stuck', 'extra', 'username', 'tho', 'link', 'work']"
NEGATIVE,2206497932,Wed Jun 17 06:38:08 PDT 2009,NO_QUERY,MIMI_CHELLE,@kPolo lol all oveer the net you mean all over atlanta you havnt even seen my new place yet ,"['lol', 'oveer', 'net', 'mean', 'atlanta', 'havnt', 'even', 'seen', 'new', 'place', 'yet']"
POSITIVE,1835234243,Mon May 18 05:29:45 PDT 2009,NO_QUERY,TonyWade,@iantalbot That sounded a bit dirty really ,"['sounded', 'bit', 'dirty', 'really']"
NEGATIVE,1753830954,Sun May 10 03:40:36 PDT 2009,NO_QUERY,MoiLysette,"Hate my back today... Normally, it hurts just a little bit, but today it's like a 9 out of 10 ","['hate', 'back', 'today', 'normally', 'hurts', 'little', 'bit', 'today', 'like']"
NEGATIVE,2225976979,Thu Jun 18 11:22:48 PDT 2009,NO_QUERY,i2pi,its not helping that 25% of the cycles in this ec2 are being stolen. I guess we pay for those stolen ticks. ,"['helping', 'cycles', 'stolen', 'guess', 'pay', 'stolen', 'ticks']"
NEGATIVE,2185619134,Mon Jun 15 17:39:14 PDT 2009,NO_QUERY,Fed__Ex,Hung out with friends. Going to study for history exam tomorrow. Long day. Summer soon. Friends are leaving. ,"['hung', 'friends', 'going', 'study', 'history', 'exam', 'tomorrow', 'long', 'day', 'summer', 'soon', 'friends', 'leaving']"
NEGATIVE,2201289218,Tue Jun 16 20:04:08 PDT 2009,NO_QUERY,jaimesmyth,The 'rents went to The Freight House tonight. I miss those crazy girls!! ,"['went', 'freight', 'house', 'tonight', 'miss', 'crazy', 'girls']"
POSITIVE,2002857511,Tue Jun 02 05:19:59 PDT 2009,NO_QUERY,elad15,I am a happy guy.....best girlfriend in the world ,"['happy', 'guy', 'best', 'girlfriend', 'world']"
POSITIVE,1990550127,Mon Jun 01 05:09:43 PDT 2009,NO_QUERY,giantsquirrel,"is eating bavarian and playing card games with the fam. And totally won. You know, with 1 and 2c pieces ","['eating', 'bavarian', 'playing', 'card', 'games', 'fam', 'totally', 'know', 'pieces']"
POSITIVE,1557400184,Sun Apr 19 03:53:07 PDT 2009,NO_QUERY,iHomeTech,"@taimoor512 Thank you for following me, I really appreciate it! Look forward to your tweets! ","['thank', 'following', 'really', 'appreciate', 'look', 'forward', 'tweets']"
POSITIVE,2004136955,Tue Jun 02 07:43:36 PDT 2009,NO_QUERY,CullenWales,Sat down the garden enjoying the sun! pure bliss! ,"['sat', 'garden', 'enjoying', 'sun', 'pure', 'bliss']"
POSITIVE,2054532818,Sat Jun 06 07:33:31 PDT 2009,NO_QUERY,LadyD538,@favored619 hope I see ya today! ,"['hope', 'see', 'today']"
POSITIVE,1989631035,Mon Jun 01 02:14:32 PDT 2009,NO_QUERY,Antonos,"so many good news: soft binding in mate, flash builder 4, flash catalyst! my first good Monday ","['many', 'good', 'news', 'soft', 'binding', 'mate', 'flash', 'builder', 'flash', 'catalyst', 'first', 'good', 'monday']"
NEGATIVE,2251421923,Sat Jun 20 03:27:18 PDT 2009,NO_QUERY,Rawrrgasmic,@MarcWaller Very welcome...I used up all my DMs for twitter today ,"['welcome', 'used', 'dms', 'twitter', 'today']"
POSITIVE,1836009222,Mon May 18 07:11:41 PDT 2009,NO_QUERY,la_liddell,not excited about it being monday. but I'm excited I'm another day closer to becoming the Mrs. ,"['excited', 'monday', 'excited', 'another', 'day', 'close', 'becoming', 'mrs']"
NEGATIVE,2251494469,Sat Jun 20 03:41:15 PDT 2009,NO_QUERY,Sheenagerrard,Hello twitterland! Feeling a little worse for wear this morning! And I'm off to work now soon!  Good night last night though...sort of!,"['hello', 'twitterland', 'feeling', 'little', 'bad', 'wear', 'morning', 'work', 'soon', 'good', 'night', 'last', 'night', 'though', 'sort']"
NEGATIVE,2322743240,Wed Jun 24 23:11:02 PDT 2009,NO_QUERY,brenaaaaduh,whole body aches. ouch ,"['whole', 'body', 'aches', 'ouch']"
POSITIVE,2005876369,Tue Jun 02 10:18:55 PDT 2009,NO_QUERY,altraps,@eyebleaf until you pay $11.50 for a beer. ,"['pay', 'beer']"
POSITIVE,2063151608,Sun Jun 07 01:33:29 PDT 2009,NO_QUERY,valcoolboy,wait for my new artwork  ,"['wait', 'new', 'artwork']"
POSITIVE,1824110620,Sun May 17 00:04:55 PDT 2009,NO_QUERY,mallyvu,My internet's not working!  text me ,"['internet', 'working', 'text']"
NEGATIVE,2205305605,Wed Jun 17 04:26:43 PDT 2009,NO_QUERY,xoHerbieox,@Angeldream05 Aww good luck! I'm good thanks!! Have to leave in a second though. ,"['aww', 'good', 'luck', 'good', 'thanks', 'leave', 'second', 'though']"
POSITIVE,1553800901,Sat Apr 18 15:14:57 PDT 2009,NO_QUERY,JerseySwag904,So I figured i would give twitter a chance. I don't see whats so great about it yet but hopefully it will grow on me SOON ,"['figured', 'would', 'give', 'twitter', 'chance', 'see', 'whats', 'great', 'yet', 'hopefully', 'grow', 'soon']"
NEGATIVE,1795043882,Thu May 14 07:03:11 PDT 2009,NO_QUERY,wdjd4u,"O hashbrown....my love!!!! ;) oh, happy day! But I'd rather stay at the IDignity event helping the homeless then go to the office! ","['hashbrown', 'love', 'happy', 'day', 'rather', 'stay', 'idignity', 'event', 'helping', 'homeless', 'office']"
POSITIVE,1973861145,Sat May 30 11:58:41 PDT 2009,NO_QUERY,manchic,dancin &amp; gettin ready to go out ,"['dancin', 'amp', 'gettin', 'ready']"
NEGATIVE,1983034353,Sun May 31 12:22:37 PDT 2009,NO_QUERY,gr8encounter,Car shopping with my family. Not for me ,"['car', 'shopping', 'family']"
POSITIVE,1983554436,Sun May 31 13:22:49 PDT 2009,NO_QUERY,kidnapdavey,Found D&amp;G Light Blue at Nordstrom Rack for 20 bucks less than it is in other places! Score! ,"['found', 'amp', 'light', 'blue', 'nordstrom', 'rack', 'bucks', 'less', 'places', 'score']"
POSITIVE,1687465862,Sun May 03 08:46:18 PDT 2009,NO_QUERY,anaderol1977,going to rearrange makeup into more user friendly storage  might do a video later.,"['going', 'rearrange', 'makeup', 'user', 'friendly', 'storage', 'might', 'video', 'late']"
POSITIVE,1754626597,Sun May 10 06:53:36 PDT 2009,NO_QUERY,jessiejane5,@lollipop26 have an amazing time ,"['amazing', 'time']"
NEGATIVE,1963155007,Fri May 29 12:17:16 PDT 2009,NO_QUERY,jasminebrone,@ddlovato DEMI YOU WERE SO PRETTY WITH YOU'RE BANGS AND EVERYTHING .YOU LOOK TOO GROWN UP IN THIS PICTURE  i liked your bangs.,"['demi', 'pretty', 'bangs', 'everything', 'look', 'grown', 'picture', 'liked', 'bangs']"
NEGATIVE,1823614177,Sat May 16 22:27:42 PDT 2009,NO_QUERY,rawitat,@comicstudies get well soon. I'm sick too and tomorrow have to travel for a so-called 'conference' with my organization ,"['get', 'well', 'soon', 'sick', 'tomorrow', 'travel', 'organization']"
POSITIVE,2000984626,Mon Jun 01 23:30:28 PDT 2009,NO_QUERY,hellabombs,At the airport waiting for my girl ,"['airport', 'waiting', 'girl']"
POSITIVE,1964707102,Fri May 29 14:40:18 PDT 2009,NO_QUERY,hmschell,adelle just discovered her 'b' sound..   so cute.,"['adelle', 'discovered', 'sound', 'cute']"
NEGATIVE,2229301167,Thu Jun 18 15:32:47 PDT 2009,NO_QUERY,denisepolice,Wish I was in Venice looking for my future husband @djknucklehead ,"['wish', 'venice', 'looking', 'future', 'husband']"
NEGATIVE,1824348708,Sun May 17 01:00:15 PDT 2009,NO_QUERY,walbany,"@InNoSenseLost LOL, I know...im getting old	 I will be in atx for the rest of the month though, so we're definitely having a scrabble duel","['lol', 'know', 'getting', 'old', 'atx', 'rest', 'month', 'though', 'definitely', 'scrabble', 'duel']"
NEGATIVE,1751313610,Sat May 09 19:09:31 PDT 2009,NO_QUERY,glossymom,@LOOKIN4JORDAN 7 and 11  grow up waaaayyyy to fast,"['grow', 'waaaayyyy', 'fast']"
NEGATIVE,2321627302,Wed Jun 24 21:19:46 PDT 2009,NO_QUERY,WernCheng,"I think, I just had my first gastric attack for the new semester. ","['think', 'first', 'gastric', 'attack', 'new', 'semester']"
NEGATIVE,1976811123,Sat May 30 19:08:46 PDT 2009,NO_QUERY,st3fft,"is so going to fall asleep at work!  beat last week's record of 2 hours, this time, i slept for 1.5hours.","['going', 'fall', 'asleep', 'work', 'beat', 'last', 'week', 'record', 'hours', 'time', 'slept']"
NEGATIVE,1881444301,Fri May 22 04:40:54 PDT 2009,NO_QUERY,thedollprincess,managed to stuff dinner to her stomach. :&amp; *wants to eat more*  http://plurk.com/p/vgprj,"['managed', 'stuff', 'dinner', 'stomach', 'amp', 'wants', 'eat']"
POSITIVE,1936082790,Wed May 27 07:25:26 PDT 2009,NO_QUERY,starfeeder,@Xensin w00t thx ,['thx']
POSITIVE,2175759949,Mon Jun 15 01:55:11 PDT 2009,NO_QUERY,illuminations,"Day 12, start of final full #hamlet week; the players about to arrive at Elsinore. Looks stunning, performances pretty good too ","['day', 'start', 'final', 'full', 'hamlet', 'week', 'players', 'arrive', 'elsinore', 'looks', 'stunning', 'performances', 'pretty', 'good']"
POSITIVE,2054262168,Sat Jun 06 06:57:30 PDT 2009,NO_QUERY,dogzero,"@irintintin Hi Irene, @Banksyart is now at @Banksyart2 - has been posting there since having probs with his @Banksyart account.  Peace","['irene', 'posting', 'since', 'probs', 'account', 'peace']"
NEGATIVE,1980071654,Sun May 31 05:35:04 PDT 2009,NO_QUERY,REWARD82,still hasnt left for the park and might cry soon as i have to be back for 3 ,"['still', 'hasnt', 'left', 'park', 'might', 'cry', 'soon', 'back']"
POSITIVE,2179827968,Mon Jun 15 09:38:22 PDT 2009,NO_QUERY,BennyJAMins,Party time ,"['party', 'time']"
NEGATIVE,2053077772,Sat Jun 06 03:11:00 PDT 2009,NO_QUERY,RayservPC,stopped smoking today i wonder how long it will take before i take it out on some one ,"['stopped', 'smoking', 'today', 'wonder', 'long', 'take', 'take', 'one']"
NEGATIVE,1990248417,Mon Jun 01 04:19:50 PDT 2009,NO_QUERY,jamiet,&quot;Air France have 'lost hope' of finding missing plane&quot; ,"['quot', 'air', 'france', 'hope', 'finding', 'missing', 'plane', 'quot']"
NEGATIVE,2265249831,Sun Jun 21 06:09:01 PDT 2009,NO_QUERY,districtbelle,"Hoping Ikea arrives early to sister's new apt so we can all do brunch together for Father's Day as planned  Ikea, you've ruined enough!","['hoping', 'ikea', 'arrives', 'early', 'sister', 'new', 'apt', 'brunch', 'together', 'father', 'day', 'planned', 'ikea', 'ruined', 'enough']"
NEGATIVE,1976286278,Sat May 30 16:59:57 PDT 2009,NO_QUERY,babiejenks,Silver line driver just gave me very detailed subway directions when i asked something simple. I must not look like i am from here. ,"['silver', 'line', 'driver', 'gave', 'detailed', 'subway', 'directions', 'asked', 'something', 'simple', 'must', 'look', 'like']"
POSITIVE,1678910453,Sat May 02 08:02:58 PDT 2009,NO_QUERY,sarahmomma,Hunh. Planting broccoli. And red onions. And having lots of feelings. ,"['hunh', 'planting', 'broccoli', 'red', 'onions', 'lots', 'feelings']"
POSITIVE,2062448745,Sat Jun 06 23:15:44 PDT 2009,NO_QUERY,ggw_bach,@pareidoliac you have one awesome blog!  just bookmarked    love the use of Garland theme in blogger ... nice adaptation.,"['one', 'awesome', 'blog', 'bookmarked', 'love', 'use', 'garland', 'theme', 'blogger', 'nice', 'adaptation']"
POSITIVE,2014642288,Wed Jun 03 02:12:18 PDT 2009,NO_QUERY,ButterflyLoco,I Love TECHNOLOGY! you have access to all information...especially when u know people at the right places... U can never Hide. ,"['love', 'technology', 'access', 'information', 'especially', 'know', 'people', 'right', 'places', 'never', 'hide']"
NEGATIVE,1993325924,Mon Jun 01 10:11:50 PDT 2009,NO_QUERY,pearofdice,&quot;We are without a doubt faced with an aviation catastrophe.&quot;- anAir France chief executive. ,"['quot', 'without', 'doubt', 'faced', 'aviation', 'quot', 'anair', 'france', 'chief', 'executive']"
NEGATIVE,2046512541,Fri Jun 05 12:17:15 PDT 2009,NO_QUERY,chrisblegit,My direct deposit still hasn't processed. Idk if that's a good or bad thing. ,"['direct', 'deposit', 'still', 'processed', 'idk', 'good', 'bad', 'thing']"
POSITIVE,2061572596,Sat Jun 06 21:09:01 PDT 2009,NO_QUERY,baddestintown,"@esmeeworld why aren't they with you? you must have your dancers, even for support  of course you'll enjoy it, it's your time to shine.","['must', 'dancers', 'even', 'support', 'course', 'enjoy', 'time', 'shine']"
POSITIVE,1834070426,Mon May 18 01:30:53 PDT 2009,NO_QUERY,callumrudd,Chavs+Talking/Shouting+Jeremy Kyle=Good Times ,['times']
POSITIVE,1932329091,Tue May 26 21:15:11 PDT 2009,NO_QUERY,AmandaLeigh3,I just convinced my husband to join Twitter.  I almost feel bad.,"['convinced', 'husband', 'join', 'twitter', 'almost', 'feel', 'bad']"
NEGATIVE,2250380154,Sat Jun 20 00:22:58 PDT 2009,NO_QUERY,stecherno,*wonders what the weather will be like later* *changes channel* &quot;and that's todays weather...have a good day&quot; Grrr ,"['wonders', 'weather', 'like', 'late', 'changes', 'channel', 'quot', 'todays', 'weather', 'good', 'day', 'quot', 'grrr']"
NEGATIVE,2067272900,Sun Jun 07 12:03:20 PDT 2009,NO_QUERY,rballard,"@mollyis I'm going briefly with @bbretterson, but prolly not staying long due to bronchitis ","['going', 'briefly', 'prolly', 'staying', 'long', 'due', 'bronchitis']"
POSITIVE,2054379454,Sat Jun 06 07:13:21 PDT 2009,NO_QUERY,naylyn,@vicissitudes2 ty 4 da #ff  woof,['woof']
POSITIVE,2002903089,Tue Jun 02 05:26:26 PDT 2009,NO_QUERY,zsbcreations,"@yellowgoatetsy yeah, I like pot noodles, how bad is that?   Headache, you should really se a doctor! My mom has migraine sometimes.","['yeah', 'like', 'pot', 'noodles', 'bad', 'headache', 'really', 'doctor', 'mom', 'migraine', 'sometimes']"
POSITIVE,2060664366,Sat Jun 06 19:20:16 PDT 2009,NO_QUERY,omgittssophia,Just had mcdonalds with david ,"['mcdonalds', 'david']"
POSITIVE,1676064163,Fri May 01 21:00:25 PDT 2009,NO_QUERY,Mar4ever,my first tweet....alberts scary lookin ,"['first', 'tweet', 'alberts', 'scary', 'lookin']"
POSITIVE,1932714185,Tue May 26 22:03:14 PDT 2009,NO_QUERY,BigPondTeam,"@LaurenLee_  Hey thanks Lauren, we are only too happy to Help   tristo","['hey', 'thanks', 'lauren', 'happy', 'help', 'tristo']"
NEGATIVE,2231974924,Thu Jun 18 19:16:48 PDT 2009,NO_QUERY,newbs_faja,@Super_Jenova i miss you too!!  &lt;3 and i missed you even more when you left...  &lt;3,"['miss', 'missed', 'even', 'left']"
POSITIVE,1980973078,Sun May 31 08:07:12 PDT 2009,NO_QUERY,tasyaanavianda,@wishywishes lol thank you so much Fariah ,"['lol', 'thank', 'much', 'fariah']"
POSITIVE,1469294221,Tue Apr 07 05:55:02 PDT 2009,NO_QUERY,matahati,@northernchick superb! ,['superb']
POSITIVE,2176233772,Mon Jun 15 03:18:03 PDT 2009,NO_QUERY,tamoogle,Bout to crashki. Feel so sick :/ Goodnight. T'was a wonderful weekend ,"['bout', 'crashki', 'feel', 'sick', 'goodnight', 'wonderful', 'weekend']"
NEGATIVE,1693422510,Sun May 03 22:30:08 PDT 2009,NO_QUERY,Radioplay,i feel so throw uppy ,"['feel', 'throw', 'uppy']"
NEGATIVE,1792815542,Thu May 14 00:20:24 PDT 2009,NO_QUERY,beatrice_g,Doing english homework ,"['english', 'homework']"
NEGATIVE,2263744406,Sun Jun 21 01:41:09 PDT 2009,NO_QUERY,icrashplanes,@partycrasherxx tee-em. &gt;&lt; ,[]
NEGATIVE,2174788276,Sun Jun 14 23:19:04 PDT 2009,NO_QUERY,pretylilcupcake,idk what do ne more :/ i feel like my happiness is just going down the drain ,"['idk', 'feel', 'like', 'happiness', 'going', 'drain']"
POSITIVE,1563739681,Mon Apr 20 00:03:17 PDT 2009,NO_QUERY,AlvisLoo,"proposal done, time for lunch, HP officejet j5508 printer working well ","['proposal', 'done', 'time', 'lunch', 'officejet', 'printer', 'working', 'well']"
POSITIVE,2056974142,Sat Jun 06 12:08:18 PDT 2009,NO_QUERY,lindseey,80 degrees  the craft show was horrrrrrible.,"['degrees', 'craft', 'show', 'horrrrrrible']"
NEGATIVE,2186686913,Mon Jun 15 19:11:31 PDT 2009,NO_QUERY,MAMACITA2680,@BLOCK69: yea i know right! Its jus crazy to know that people really let DRUGS take over there MIND BODY AND SOUL ,"['yea', 'know', 'right', 'jus', 'crazy', 'know', 'people', 'really', 'let', 'drugs', 'take', 'mind', 'body', 'soul']"
NEGATIVE,1563765342,Mon Apr 20 00:10:06 PDT 2009,NO_QUERY,Shmerkle,I hate having to switch my phone to silent. It means I'm back in school ,"['hate', 'switch', 'phone', 'silent', 'means', 'back', 'school']"
NEGATIVE,1879967210,Thu May 21 23:40:56 PDT 2009,NO_QUERY,brittajohnson,it is almost 3am and i cant sleep ,"['almost', 'cant', 'sleep']"
NEGATIVE,2245182323,Fri Jun 19 15:46:19 PDT 2009,NO_QUERY,Laynaesbonita,Leaving to take my baby to the ER she has strep throat! ,"['leaving', 'take', 'baby', 'strep', 'throat']"
POSITIVE,2002386269,Tue Jun 02 04:03:36 PDT 2009,NO_QUERY,kinokofry,@mossmouth How totally beautiful! I hope you're damn proud of that ,"['totally', 'beautiful', 'hope', 'damn', 'proud']"
POSITIVE,1970619559,Sat May 30 04:35:24 PDT 2009,NO_QUERY,ravegabe,Photoshop O_O Playing Mastermind on the side ,"['photoshop', 'playing', 'mastermind', 'side']"
POSITIVE,1974412100,Sat May 30 13:05:05 PDT 2009,NO_QUERY,Lilsmoove,"@choochayy Loll goood  u cud promote everything she twitts,, she promotes alot","['loll', 'goood', 'cud', 'promote', 'everything', 'twitts', 'promotes', 'alot']"
POSITIVE,2064137645,Sun Jun 07 05:20:55 PDT 2009,NO_QUERY,LuQmAn13,Watchin TV and Like Eatin Dinner but At The same time usin the computer(laptop).....hearin to music and twitter-ing ,"['watchin', 'like', 'eatin', 'dinner', 'time', 'usin', 'computer', 'laptop', 'hearin', 'music']"
POSITIVE,1827525930,Sun May 17 10:53:51 PDT 2009,NO_QUERY,byatrobe,@JoshMalina oh excellent! am really looking forward to the rest of the season now  btw you shld tell your kids star trek is awesome!,"['excellent', 'really', 'looking', 'forward', 'rest', 'season', 'btw', 'shld', 'tell', 'kids', 'star', 'trek', 'awesome']"
POSITIVE,1835194886,Mon May 18 05:23:37 PDT 2009,NO_QUERY,therealMilie,Happy to see on my bank account that I successfully saved almost all the money to finally get my hair extensions soon  yaaaaaayyyy!! \o/,"['happy', 'see', 'bank', 'account', 'successfully', 'saved', 'almost', 'money', 'finally', 'get', 'hair', 'extensions', 'soon', 'yaaaaaayyyy']"
POSITIVE,1693056421,Sun May 03 21:26:59 PDT 2009,NO_QUERY,nickdoffing,"Who didnt do any homework this weekend? Still, who doesnt care cause he already got into UT? ","['didnt', 'homework', 'weekend', 'still', 'doesnt', 'care', 'cause', 'already', 'got']"
NEGATIVE,1957232185,Thu May 28 23:53:56 PDT 2009,NO_QUERY,carysfelicity,I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough ,"['watching', 'blood', 'veoh', 'episode', 'love', 'could', 'watch', 'live', 'action', 'old', 'enough']"
POSITIVE,1793138642,Thu May 14 01:31:16 PDT 2009,NO_QUERY,sianwt,Trying to figure out how to send a direct message to Juliette ,"['trying', 'figure', 'send', 'direct', 'message', 'juliette']"
NEGATIVE,2250864006,Sat Jun 20 01:42:44 PDT 2009,NO_QUERY,itskellyy,@OfficialCee yes otherwise im going to cry ,"['yes', 'otherwise', 'going', 'cry']"
NEGATIVE,1967812832,Fri May 29 20:15:20 PDT 2009,NO_QUERY,sinecoff76,"i need more followers , i only have 44 , i feel like no one likes me anymore ","['need', 'followers', 'feel', 'like', 'one', 'likes', 'anymore']"
POSITIVE,1680956360,Sat May 02 12:53:05 PDT 2009,NO_QUERY,clairemarieee,TONIGHT    ,['tonight']
POSITIVE,1964101671,Fri May 29 13:43:34 PDT 2009,NO_QUERY,GRAHAMLINTER,DCD seniors and aidan davis to go through to final ,"['dcd', 'seniors', 'aidan', 'davis', 'final']"
NEGATIVE,1753558671,Sun May 10 02:14:44 PDT 2009,NO_QUERY,siriuslyyellow,"All i can say is, thank God i have tw and st to fangirl over right now. Cause if i didnt, id probably be crying in a corner about spn... ","['say', 'thank', 'god', 'fangirl', 'right', 'cause', 'didnt', 'probably', 'crying', 'corner', 'spn']"
NEGATIVE,2016140267,Wed Jun 03 06:14:36 PDT 2009,NO_QUERY,SilkCharm,"*sulking* my WoW server, Feathermoon, is STILL not available. two days now ","['sulking', 'wow', 'server', 'feathermoon', 'still', 'available', 'two', 'days']"
NEGATIVE,1556116077,Sat Apr 18 21:41:58 PDT 2009,NO_QUERY,ipodrulz,"Wow, the month &quot;May&quot; completely slipped my mind. My vacation just got pushed back 31 days ","['wow', 'month', 'quot', 'may', 'quot', 'completely', 'slipped', 'mind', 'vacation', 'got', 'pushed', 'back', 'days']"
NEGATIVE,2233575424,Thu Jun 18 21:34:00 PDT 2009,NO_QUERY,kennypham,...better people out there. I don't stand a chance. Maybe skateboarding really is the only thing I'm good at ,"['good', 'people', 'stand', 'chance', 'maybe', 'skateboarding', 'really', 'thing', 'good']"
NEGATIVE,2220892569,Thu Jun 18 04:13:37 PDT 2009,NO_QUERY,k0nfusionx,Hmmm...English regents in like 45 minutes. I'm too tired... ,"['hmmm', 'english', 'regents', 'like', 'minutes', 'tired']"
POSITIVE,2189469200,Tue Jun 16 00:06:09 PDT 2009,NO_QUERY,ojtibi,"@gschan Man, since when did the Kung Fu Panda become Iranian? ","['man', 'since', 'kung', 'panda', 'become', 'iranian']"
POSITIVE,2191389422,Tue Jun 16 05:10:19 PDT 2009,NO_QUERY,hardlyoriginal,I posed every way I could think of (lots of &quot;Oh! You caught me on film with my skirt blowing up! Oh my! Oooh!) and then some more. and no ,"['posed', 'every', 'way', 'could', 'think', 'lots', 'quot', 'caught', 'film', 'skirt', 'blowing', 'oooh']"
NEGATIVE,2259216724,Sat Jun 20 17:12:30 PDT 2009,NO_QUERY,Yorkie7,Went this afternoon to another Vet. Got Stewart a nice brown ceramic fired urn. Sweet boy would like that better. Miss him so much ,"['went', 'afternoon', 'another', 'vet', 'got', 'stewart', 'nice', 'brown', 'ceramic', 'fired', 'urn', 'sweet', 'boy', 'would', 'like', 'good', 'miss', 'much']"
NEGATIVE,1685897323,Sun May 03 02:39:52 PDT 2009,NO_QUERY,movingahead,@arunshroff i get a peak speed of 512 Kbps -- at peak times its worse than a dial-up ,"['get', 'peak', 'speed', 'kbps', 'peak', 'times', 'bad']"
